# i, j, phi
2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 1.000000000000000000e+00 2.251172086968021015e-04
2.500000000000000000e+01 2.000000000000000000e+00 4.238323454368350782e-04
2.500000000000000000e+01 3.000000000000000000e+00 6.251383851343680995e-04
2.500000000000000000e+01 4.000000000000000000e+00 8.346174381047040533e-04
2.500000000000000000e+01 5.000000000000000000e+00 1.055437795601844170e-03
2.500000000000000000e+01 6.000000000000000000e+00 1.291258291008143353e-03
2.500000000000000000e+01 7.000000000000000000e+00 1.545845504172997306e-03
2.500000000000000000e+01 8.000000000000000000e+00 1.824122806050793456e-03
2.500000000000000000e+01 9.000000000000000000e+00 2.131546354021732290e-03
2.500000000000000000e+01 1.000000000000000000e+01 2.475402131747636049e-03
2.500000000000000000e+01 1.100000000000000000e+01 2.864268144076696429e-03
2.500000000000000000e+01 1.200000000000000000e+01 3.309917653279638612e-03
2.500000000000000000e+01 1.300000000000000000e+01 3.827091545858011049e-03
2.500000000000000000e+01 1.400000000000000000e+01 4.436705708014654706e-03
2.500000000000000000e+01 1.500000000000000000e+01 5.167048893533629506e-03
2.500000000000000000e+01 1.600000000000000000e+01 6.059988414872070385e-03
2.500000000000000000e+01 1.700000000000000000e+01 7.177602901782893091e-03
2.500000000000000000e+01 1.800000000000000000e+01 8.619384625082259291e-03
2.500000000000000000e+01 1.900000000000000000e+01 1.055254229569438547e-02
2.500000000000000000e+01 2.000000000000000000e+01 1.328762047878151963e-02
2.500000000000000000e+01 2.100000000000000000e+01 1.747366880306588585e-02
2.500000000000000000e+01 2.200000000000000000e+01 2.472831638827426362e-02
2.500000000000000000e+01 2.300000000000000000e+01 4.007057929713874617e-02
2.500000000000000000e+01 2.400000000000000000e+01 8.324397383990933541e-02
2.500000000000000000e+01 2.500000000000000000e+01 2.499087245285068204e-01
2.500000000000000000e+01 2.600000000000000000e+01 8.324042440645798568e-02
2.500000000000000000e+01 2.700000000000000000e+01 4.006348228073203233e-02
2.500000000000000000e+01 2.800000000000000000e+01 2.471758579394612784e-02
2.500000000000000000e+01 2.900000000000000000e+01 1.745921757140342367e-02
2.500000000000000000e+01 3.000000000000000000e+01 1.326930562456734089e-02
2.500000000000000000e+01 3.100000000000000000e+01 1.053019398868578968e-02
2.500000000000000000e+01 3.200000000000000000e+01 8.592834884899900466e-03
2.500000000000000000e+01 3.300000000000000000e+01 7.146617247833652112e-03
2.500000000000000000e+01 3.400000000000000000e+01 6.024252024272961151e-03
2.500000000000000000e+01 3.500000000000000000e+01 5.126255767363350514e-03
2.500000000000000000e+01 3.600000000000000000e+01 4.390482246646245333e-03
2.500000000000000000e+01 3.700000000000000000e+01 3.775001717157832302e-03
2.500000000000000000e+01 3.800000000000000000e+01 3.251471832831815366e-03
2.500000000000000000e+01 3.900000000000000000e+01 2.798945009186696274e-03
2.500000000000000000e+01 4.000000000000000000e+01 2.402553764130245170e-03
2.500000000000000000e+01 4.100000000000000000e+01 2.050459619964240671e-03
2.500000000000000000e+01 4.200000000000000000e+01 1.733967442486905076e-03
2.500000000000000000e+01 4.300000000000000000e+01 1.445700515459567240e-03
2.500000000000000000e+01 4.400000000000000000e+01 1.180075026107113914e-03
2.500000000000000000e+01 4.500000000000000000e+01 9.320385083644652660e-04
2.500000000000000000e+01 4.600000000000000000e+01 6.976549038910513341e-04
2.500000000000000000e+01 4.700000000000000000e+01 4.734281871272894341e-04
2.500000000000000000e+01 4.800000000000000000e+01 2.591680668475634507e-04
2.500000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
2.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 1.000000000000000000e+00 2.316059001742335366e-04
2.600000000000000000e+01 2.000000000000000000e+00 4.229112254428773012e-04
2.600000000000000000e+01 3.000000000000000000e+00 6.228114730342930753e-04
2.600000000000000000e+01 4.000000000000000000e+00 8.312742925208967300e-04
2.600000000000000000e+01 5.000000000000000000e+00 1.051218380706852359e-03
2.600000000000000000e+01 6.000000000000000000e+00 1.285831309883123368e-03
2.600000000000000000e+01 7.000000000000000000e+00 1.539260012596553769e-03
2.600000000000000000e+01 8.000000000000000000e+00 1.815902180348947029e-03
2.600000000000000000e+01 9.000000000000000000e+00 2.121612917565829457e-03
2.600000000000000000e+01 1.000000000000000000e+01 2.463007989354595775e-03
2.600000000000000000e+01 1.100000000000000000e+01 2.849093302068889024e-03
2.600000000000000000e+01 1.200000000000000000e+01 3.290686961766909301e-03
2.600000000000000000e+01 1.300000000000000000e+01 3.802855635066442527e-03
2.600000000000000000e+01 1.400000000000000000e+01 4.405021675742727683e-03
2.600000000000000000e+01 1.500000000000000000e+01 5.125122129978940989e-03
2.600000000000000000e+01 1.600000000000000000e+01 6.002174533582294545e-03
2.600000000000000000e+01 1.700000000000000000e+01 7.095183314685920249e-03
2.600000000000000000e+01 1.800000000000000000e+01 8.494763764844483547e-03
2.600000000000000000e+01 1.900000000000000000e+01 1.035058015912904660e-02
2.600000000000000000e+01 2.000000000000000000e+01 1.292301377115433018e-02
2.600000000000000000e+01 2.100000000000000000e+01 1.670498353789971746e-02
2.600000000000000000e+01 2.200000000000000000e+01 2.270447221130955304e-02
2.600000000000000000e+01 2.300000000000000000e+01 3.311124882196522096e-02
2.600000000000000000e+01 2.400000000000000000e+01 5.236914869740817019e-02
2.600000000000000000e+01 2.500000000000000000e+01 8.324042446987316157e-02
2.600000000000000000e+01 2.600000000000000000e+01 5.236561297168158824e-02
2.600000000000000000e+01 2.700000000000000000e+01 3.310416698055876350e-02
2.600000000000000000e+01 2.800000000000000000e+01 2.269378704859829898e-02
2.600000000000000000e+01 2.900000000000000000e+01 1.669057600360938226e-02
2.600000000000000000e+01 3.000000000000000000e+01 1.290476426138192044e-02
2.600000000000000000e+01 3.100000000000000000e+01 1.032831642087389361e-02
2.600000000000000000e+01 3.200000000000000000e+01 8.468309590756782287e-03
2.600000000000000000e+01 3.300000000000000000e+01 7.064291021839253816e-03
2.600000000000000000e+01 3.400000000000000000e+01 5.966564439142227512e-03
2.600000000000000000e+01 3.500000000000000000e+01 5.084469729998598343e-03
2.600000000000000000e+01 3.600000000000000000e+01 4.358950861412066134e-03
2.600000000000000000e+01 3.700000000000000000e+01 3.750940872039922828e-03
2.600000000000000000e+01 3.800000000000000000e+01 3.232452230505112201e-03
2.600000000000000000e+01 3.900000000000000000e+01 2.783979830562391226e-03
2.600000000000000000e+01 4.000000000000000000e+01 2.390407317818778448e-03
2.600000000000000000e+01 4.100000000000000000e+01 2.040783040711054326e-03
2.600000000000000000e+01 4.200000000000000000e+01 1.726054214198175559e-03
2.600000000000000000e+01 4.300000000000000000e+01 1.439457694455310204e-03
2.600000000000000000e+01 4.400000000000000000e+01 1.175037614506295328e-03
2.600000000000000000e+01 4.500000000000000000e+01 9.282326279031824371e-04
2.600000000000000000e+01 4.600000000000000000e+01 6.947133605157244929e-04
2.600000000000000000e+01 4.700000000000000000e+01 4.707404994231628010e-04
2.600000000000000000e+01 4.800000000000000000e+01 2.499495801003007102e-04
2.600000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
2.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+01 1.000000000000000000e+00 2.219345713199541751e-04
2.700000000000000000e+01 2.000000000000000000e+00 4.177941932151392327e-04
2.700000000000000000e+01 3.000000000000000000e+00 6.161114395757042025e-04
2.700000000000000000e+01 4.000000000000000000e+00 8.223479554656293235e-04
2.700000000000000000e+01 5.000000000000000000e+00 1.039541423909450890e-03
2.700000000000000000e+01 6.000000000000000000e+00 1.271218226106419786e-03
2.700000000000000000e+01 7.000000000000000000e+00 1.520950514344550754e-03
2.700000000000000000e+01 8.000000000000000000e+00 1.793419947350466826e-03
2.700000000000000000e+01 9.000000000000000000e+00 2.093729915972124874e-03
2.700000000000000000e+01 1.000000000000000000e+01 2.428678621053759722e-03
2.700000000000000000e+01 1.100000000000000000e+01 2.806135828819413241e-03
2.700000000000000000e+01 1.200000000000000000e+01 3.236812065623542560e-03
2.700000000000000000e+01 1.300000000000000000e+01 3.733821182102050468e-03
2.700000000000000000e+01 1.400000000000000000e+01 4.315471919569642198e-03
2.700000000000000000e+01 1.500000000000000000e+01 5.005738059937076163e-03
2.700000000000000000e+01 1.600000000000000000e+01 5.838978325905503849e-03
2.700000000000000000e+01 1.700000000000000000e+01 6.863440851159590891e-03
2.700000000000000000e+01 1.800000000000000000e+01 8.151309041727717447e-03
2.700000000000000000e+01 1.900000000000000000e+01 9.811082697319631341e-03
2.700000000000000000e+01 2.000000000000000000e+01 1.201293777525608286e-02
2.700000000000000000e+01 2.100000000000000000e+01 1.502411482807453763e-02
2.700000000000000000e+01 2.200000000000000000e+01 1.925492290697929099e-02
2.700000000000000000e+01 2.300000000000000000e+01 2.523292822758523360e-02
2.700000000000000000e+01 2.400000000000000000e+01 3.310767651540528350e-02
2.700000000000000000e+01 2.500000000000000000e+01 4.006348189140179067e-02
2.700000000000000000e+01 2.600000000000000000e+01 3.310416700796207229e-02
2.700000000000000000e+01 2.700000000000000000e+01 2.522590565604456228e-02
2.700000000000000000e+01 2.800000000000000000e+01 1.924431175740915628e-02
2.700000000000000000e+01 2.900000000000000000e+01 1.500982333904331799e-02
2.700000000000000000e+01 3.000000000000000000e+01 1.199482557447939697e-02
2.700000000000000000e+01 3.100000000000000000e+01 9.788984695942195072e-03
2.700000000000000000e+01 3.200000000000000000e+01 8.125055250079503064e-03
2.700000000000000000e+01 3.300000000000000000e+01 6.832800635976158873e-03
2.700000000000000000e+01 3.400000000000000000e+01 5.803645025717614307e-03
2.700000000000000000e+01 3.500000000000000000e+01 4.965406301806920934e-03
2.700000000000000000e+01 3.600000000000000000e+01 4.269771281897895114e-03
2.700000000000000000e+01 3.700000000000000000e+01 3.682323018595049045e-03
2.700000000000000000e+01 3.800000000000000000e+01 3.179034011579107751e-03
2.700000000000000000e+01 3.900000000000000000e+01 2.741562769096905425e-03
2.700000000000000000e+01 4.000000000000000000e+01 2.356674236611436615e-03
2.700000000000000000e+01 4.100000000000000000e+01 2.013590400098299107e-03
2.700000000000000000e+01 4.200000000000000000e+01 1.704332582710922292e-03
2.700000000000000000e+01 4.300000000000000000e+01 1.422009299999994801e-03
2.700000000000000000e+01 4.400000000000000000e+01 1.161396037071699312e-03
2.700000000000000000e+01 4.500000000000000000e+01 9.176830027333848913e-04
2.700000000000000000e+01 4.600000000000000000e+01 6.871350795423194135e-04
2.700000000000000000e+01 4.700000000000000000e+01 4.663935233588501319e-04
2.700000000000000000e+01 4.800000000000000000e+01 2.553523981685413549e-04
2.700000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
2.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+01 1.000000000000000000e+00 2.253576815000577524e-04
2.800000000000000000e+01 2.000000000000000000e+00 4.114072203384670084e-04
2.800000000000000000e+01 3.000000000000000000e+00 6.056324569911952565e-04
2.800000000000000000e+01 4.000000000000000000e+00 8.079000618208760686e-04
2.800000000000000000e+01 5.000000000000000000e+00 1.020903531559897966e-03
2.800000000000000000e+01 6.000000000000000000e+00 1.247568268712065083e-03
2.800000000000000000e+01 7.000000000000000000e+00 1.491669562694154013e-03
2.800000000000000000e+01 8.000000000000000000e+00 1.757145398549468055e-03
2.800000000000000000e+01 9.000000000000000000e+00 2.049171513559275640e-03
2.800000000000000000e+01 1.000000000000000000e+01 2.373469764210656141e-03
2.800000000000000000e+01 1.100000000000000000e+01 2.737693063869500645e-03
2.800000000000000000e+01 1.200000000000000000e+01 3.150734592140389759e-03
2.800000000000000000e+01 1.300000000000000000e+01 3.624658719280264476e-03
2.800000000000000000e+01 1.400000000000000000e+01 4.174268690649659934e-03
2.800000000000000000e+01 1.500000000000000000e+01 4.819926566470685014e-03
2.800000000000000000e+01 1.600000000000000000e+01 5.587954508967553878e-03
2.800000000000000000e+01 1.700000000000000000e+01 6.514874467447485593e-03
2.800000000000000000e+01 1.800000000000000000e+01 7.649606984103459080e-03
2.800000000000000000e+01 1.900000000000000000e+01 9.059680709430062082e-03
2.800000000000000000e+01 2.000000000000000000e+01 1.083343116891722670e-02
2.800000000000000000e+01 2.100000000000000000e+01 1.307890823759518158e-02
2.800000000000000000e+01 2.200000000000000000e+01 1.589267729101472015e-02
2.800000000000000000e+01 2.300000000000000000e+01 1.925125514803622401e-02
2.800000000000000000e+01 2.400000000000000000e+01 2.269725403712033809e-02
2.800000000000000000e+01 2.500000000000000000e+01 2.471758607376809552e-02
2.800000000000000000e+01 2.600000000000000000e+01 2.269378737712473768e-02
2.800000000000000000e+01 2.700000000000000000e+01 1.924431196489726631e-02
2.800000000000000000e+01 2.800000000000000000e+01 1.588220102602237380e-02
2.800000000000000000e+01 2.900000000000000000e+01 1.306478722341565708e-02
2.800000000000000000e+01 3.000000000000000000e+01 1.081554361751791739e-02
2.800000000000000000e+01 3.100000000000000000e+01 9.037861088507636448e-03
2.800000000000000000e+01 3.200000000000000000e+01 7.623681040746526152e-03
2.800000000000000000e+01 3.300000000000000000e+01 6.484602060548673615e-03
2.800000000000000000e+01 3.400000000000000000e+01 5.553064587243658132e-03
2.800000000000000000e+01 3.500000000000000000e+01 4.780102321803843604e-03
2.800000000000000000e+01 3.600000000000000000e+01 4.129141812555300189e-03
2.800000000000000000e+01 3.700000000000000000e+01 3.573815488417660634e-03
2.800000000000000000e+01 3.800000000000000000e+01 3.093713758392949240e-03
2.800000000000000000e+01 3.900000000000000000e+01 2.673952810357229076e-03
2.800000000000000000e+01 4.000000000000000000e+01 2.302418943071461721e-03
2.800000000000000000e+01 4.100000000000000000e+01 1.970090637551725251e-03
2.800000000000000000e+01 4.200000000000000000e+01 1.669271774588314662e-03
2.800000000000000000e+01 4.300000000000000000e+01 1.394103664202952239e-03
2.800000000000000000e+01 4.400000000000000000e+01 1.139310602438987951e-03
2.800000000000000000e+01 4.500000000000000000e+01 9.008018846123794525e-04
2.800000000000000000e+01 4.600000000000000000e+01 6.746274105264151799e-04
2.800000000000000000e+01 4.700000000000000000e+01 4.573412442668082752e-04
2.800000000000000000e+01 4.800000000000000000e+01 2.429022274541142452e-04
2.800000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
2.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+01 1.000000000000000000e+00 2.131428196428208867e-04
2.900000000000000000e+01 2.000000000000000000e+00 4.011037446832580768e-04
2.900000000000000000e+01 3.000000000000000000e+00 5.911617026462443435e-04
2.900000000000000000e+01 4.000000000000000000e+00 7.883978274192020904e-04
2.900000000000000000e+01 5.000000000000000000e+00 9.955461988482396715e-04
2.900000000000000000e+01 6.000000000000000000e+00 1.215720533479777059e-03
2.900000000000000000e+01 7.000000000000000000e+00 1.452015326202894417e-03
2.900000000000000000e+01 8.000000000000000000e+00 1.708426424872526352e-03
2.900000000000000000e+01 9.000000000000000000e+00 1.989178054759313270e-03
2.900000000000000000e+01 1.000000000000000000e+01 2.299796953647845806e-03
2.900000000000000000e+01 1.100000000000000000e+01 2.646400466549984551e-03
2.900000000000000000e+01 1.200000000000000000e+01 3.037109113475579270e-03
2.900000000000000000e+01 1.300000000000000000e+01 3.481233131594986454e-03
2.900000000000000000e+01 1.400000000000000000e+01 3.991233260128367044e-03
2.900000000000000000e+01 1.500000000000000000e+01 4.581962863741869882e-03
2.900000000000000000e+01 1.600000000000000000e+01 5.273030918319630139e-03
2.900000000000000000e+01 1.700000000000000000e+01 6.088176520246287721e-03
2.900000000000000000e+01 1.800000000000000000e+01 7.057452044634769488e-03
2.900000000000000000e+01 1.900000000000000000e+01 8.214937392512245209e-03
2.900000000000000000e+01 2.000000000000000000e+01 9.596174475728243974e-03
2.900000000000000000e+01 2.100000000000000000e+01 1.122342929294189821e-02
2.900000000000000000e+01 2.200000000000000000e+01 1.307509522779057125e-02
2.900000000000000000e+01 2.300000000000000000e+01 1.501664732633596101e-02
2.900000000000000000e+01 2.400000000000000000e+01 1.669398415925857013e-02
2.900000000000000000e+01 2.500000000000000000e+01 1.745921787337551684e-02
2.900000000000000000e+01 2.600000000000000000e+01 1.669057599248464571e-02
2.900000000000000000e+01 2.700000000000000000e+01 1.500982367222298240e-02
2.900000000000000000e+01 2.800000000000000000e+01 1.306478725842937991e-02
2.900000000000000000e+01 2.900000000000000000e+01 1.120954618355953121e-02
2.900000000000000000e+01 3.000000000000000000e+01 9.578582233341252986e-03
2.900000000000000000e+01 3.100000000000000000e+01 8.193478247993535996e-03
2.900000000000000000e+01 3.200000000000000000e+01 7.031958089741122998e-03
2.900000000000000000e+01 3.300000000000000000e+01 6.058426764931738179e-03
2.900000000000000000e+01 3.400000000000000000e+01 5.238734244971357534e-03
2.900000000000000000e+01 3.500000000000000000e+01 4.542822368558493799e-03
2.900000000000000000e+01 3.600000000000000000e+01 3.946890737766209009e-03
2.900000000000000000e+01 3.700000000000000000e+01 3.431282336585402687e-03
2.900000000000000000e+01 3.800000000000000000e+01 2.981084736937442657e-03
2.900000000000000000e+01 3.900000000000000000e+01 2.583810989936700941e-03
2.900000000000000000e+01 4.000000000000000000e+01 2.230032132841500234e-03
2.900000000000000000e+01 4.100000000000000000e+01 1.911569723839757562e-03
2.900000000000000000e+01 4.200000000000000000e+01 1.622201589630004959e-03
2.900000000000000000e+01 4.300000000000000000e+01 1.356317391212331089e-03
2.900000000000000000e+01 4.400000000000000000e+01 1.109578623588579381e-03
2.900000000000000000e+01 4.500000000000000000e+01 8.778737115989033264e-04
2.900000000000000000e+01 4.600000000000000000e+01 6.579600812767151443e-04
2.900000000000000000e+01 4.700000000000000000e+01 4.468974260739951238e-04
2.900000000000000000e+01 4.800000000000000000e+01 2.447752957039250779e-04
2.900000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 1.000000000000000000e+00 2.136242775649347812e-04
3.000000000000000000e+01 2.000000000000000000e+00 3.898175508756427754e-04
3.000000000000000000e+01 3.000000000000000000e+00 5.734246339940363103e-04
3.000000000000000000e+01 4.000000000000000000e+00 7.641323802864968947e-04
3.000000000000000000e+01 5.000000000000000000e+00 9.642521535155743539e-04
3.000000000000000000e+01 6.000000000000000000e+00 1.176246596156014243e-03
3.000000000000000000e+01 7.000000000000000000e+00 1.403263789836336388e-03
3.000000000000000000e+01 8.000000000000000000e+00 1.648467592891248931e-03
3.000000000000000000e+01 9.000000000000000000e+00 1.915950239919908841e-03
3.000000000000000000e+01 1.000000000000000000e+01 2.209999103826333199e-03
3.000000000000000000e+01 1.100000000000000000e+01 2.536221570879205415e-03
3.000000000000000000e+01 1.200000000000000000e+01 2.900664206900308798e-03
3.000000000000000000e+01 1.300000000000000000e+01 3.311219324526436768e-03
3.000000000000000000e+01 1.400000000000000000e+01 3.776599000634399926e-03
3.000000000000000000e+01 1.500000000000000000e+01 4.307960476301267959e-03
3.000000000000000000e+01 1.600000000000000000e+01 4.917600806276666361e-03
3.000000000000000000e+01 1.700000000000000000e+01 5.620203574818440073e-03
3.000000000000000000e+01 1.800000000000000000e+01 6.430455408750060560e-03
3.000000000000000000e+01 1.900000000000000000e+01 7.362009019463895861e-03
3.000000000000000000e+01 2.000000000000000000e+01 8.420161796055083622e-03
3.000000000000000000e+01 2.100000000000000000e+01 9.592171957197076840e-03
3.000000000000000000e+01 2.200000000000000000e+01 1.082562789915983079e-02
3.000000000000000000e+01 2.300000000000000000e+01 1.200150898214830640e-02
3.000000000000000000e+01 2.400000000000000000e+01 1.290810227573049342e-02
3.000000000000000000e+01 2.500000000000000000e+01 1.326930606995309694e-02
3.000000000000000000e+01 2.600000000000000000e+01 1.290476484127390557e-02
3.000000000000000000e+01 2.700000000000000000e+01 1.199482609820240291e-02
3.000000000000000000e+01 2.800000000000000000e+01 1.081554416963169396e-02
3.000000000000000000e+01 2.900000000000000000e+01 9.578582707227202564e-03
3.000000000000000000e+01 3.000000000000000000e+01 8.402951037504918091e-03
3.000000000000000000e+01 3.100000000000000000e+01 7.341016506962764858e-03
3.000000000000000000e+01 3.200000000000000000e+01 6.405515740736930641e-03
3.000000000000000000e+01 3.300000000000000000e+01 5.591087952940798980e-03
3.000000000000000000e+01 3.400000000000000000e+01 4.884054143556577736e-03
3.000000000000000000e+01 3.500000000000000000e+01 4.269680537320098661e-03
3.000000000000000000e+01 3.600000000000000000e+01 3.733239470740471952e-03
3.000000000000000000e+01 3.700000000000000000e+01 3.262385292070558301e-03
3.000000000000000000e+01 3.800000000000000000e+01 2.845919067804554212e-03
3.000000000000000000e+01 3.900000000000000000e+01 2.475056972773659152e-03
3.000000000000000000e+01 4.000000000000000000e+01 2.141857992397744759e-03
3.000000000000000000e+01 4.100000000000000000e+01 1.840157389933980538e-03
3.000000000000000000e+01 4.200000000000000000e+01 1.564311839152287458e-03
3.000000000000000000e+01 4.300000000000000000e+01 1.309907435827148588e-03
3.000000000000000000e+01 4.400000000000000000e+01 1.072762777251668300e-03
3.000000000000000000e+01 4.500000000000000000e+01 8.495798533210386586e-04
3.000000000000000000e+01 4.600000000000000000e+01 6.370567478271784313e-04
3.000000000000000000e+01 4.700000000000000000e+01 4.322454101755699883e-04
3.000000000000000000e+01 4.800000000000000000e+01 2.296923968749571153e-04
3.000000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
3.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+01 1.000000000000000000e+00 1.994339910249427186e-04
3.100000000000000000e+01 2.000000000000000000e+00 3.751120535104746794e-04
3.100000000000000000e+01 3.000000000000000000e+00 5.523660941072913938e-04
3.100000000000000000e+01 4.000000000000000000e+00 7.357419733361605192e-04
3.100000000000000000e+01 5.000000000000000000e+00 9.275193699830156001e-04
3.100000000000000000e+01 6.000000000000000000e+00 1.130277364597161551e-03
3.100000000000000000e+01 7.000000000000000000e+00 1.346427732335649455e-03
3.100000000000000000e+01 8.000000000000000000e+00 1.579105179599878074e-03
3.100000000000000000e+01 9.000000000000000000e+00 1.831382695424165624e-03
3.100000000000000000e+01 1.000000000000000000e+01 2.107259737752033724e-03
3.100000000000000000e+01 1.100000000000000000e+01 2.410763021127595128e-03
3.100000000000000000e+01 1.200000000000000000e+01 2.747141140787213304e-03
3.100000000000000000e+01 1.300000000000000000e+01 3.121668778314657701e-03
3.100000000000000000e+01 1.400000000000000000e+01 3.541107046179257836e-03
3.100000000000000000e+01 1.500000000000000000e+01 4.012138656782539108e-03
3.100000000000000000e+01 1.600000000000000000e+01 4.542617753111996039e-03
3.100000000000000000e+01 1.700000000000000000e+01 5.139354498467157799e-03
3.100000000000000000e+01 1.800000000000000000e+01 5.808289370432134086e-03
3.100000000000000000e+01 1.900000000000000000e+01 6.550201558300875436e-03
3.100000000000000000e+01 2.000000000000000000e+01 7.357781204837071654e-03
3.100000000000000000e+01 2.100000000000000000e+01 8.206710147712814943e-03
3.100000000000000000e+01 2.200000000000000000e+01 9.047687352024529756e-03
3.100000000000000000e+01 2.300000000000000000e+01 9.795489672907047030e-03
3.100000000000000000e+01 2.400000000000000000e+01 1.033156400998180499e-02
3.100000000000000000e+01 2.500000000000000000e+01 1.053019476869414273e-02
3.100000000000000000e+01 2.600000000000000000e+01 1.032831662139762664e-02
3.100000000000000000e+01 2.700000000000000000e+01 9.788985044383632234e-03
3.100000000000000000e+01 2.800000000000000000e+01 9.037861233895253324e-03
3.100000000000000000e+01 2.900000000000000000e+01 8.193477807160587725e-03
3.100000000000000000e+01 3.000000000000000000e+01 7.341016870297902008e-03
3.100000000000000000e+01 3.100000000000000000e+01 6.529758366734503099e-03
3.100000000000000000e+01 3.200000000000000000e+01 5.784004930538301503e-03
3.100000000000000000e+01 3.300000000000000000e+01 5.111022869532660072e-03
3.100000000000000000e+01 3.400000000000000000e+01 4.509966520404666210e-03
3.100000000000000000e+01 3.500000000000000000e+01 3.974888085872168089e-03
3.100000000000000000e+01 3.600000000000000000e+01 3.498923782905798922e-03
3.100000000000000000e+01 3.700000000000000000e+01 3.074172725911778186e-03
3.100000000000000000e+01 3.800000000000000000e+01 2.693897724539236552e-03
3.100000000000000000e+01 3.900000000000000000e+01 2.351317521993101858e-03
3.100000000000000000e+01 4.000000000000000000e+01 2.041045001513305986e-03
3.100000000000000000e+01 4.100000000000000000e+01 1.757780783107328352e-03
3.100000000000000000e+01 4.200000000000000000e+01 1.497410338233183015e-03
3.100000000000000000e+01 4.300000000000000000e+01 1.255857496630753212e-03
3.100000000000000000e+01 4.400000000000000000e+01 1.029944041674390586e-03
3.100000000000000000e+01 4.500000000000000000e+01 8.164443918805712247e-04
3.100000000000000000e+01 4.600000000000000000e+01 6.128189255755106578e-04
3.100000000000000000e+01 4.700000000000000000e+01 4.166635245057624497e-04
3.100000000000000000e+01 4.800000000000000000e+01 2.283555396475248187e-04
3.100000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
3.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 1.000000000000000000e+00 1.973056758715689121e-04
3.200000000000000000e+01 2.000000000000000000e+00 3.598252055476362896e-04
3.200000000000000000e+01 3.000000000000000000e+00 5.287839804676226817e-04
3.200000000000000000e+01 4.000000000000000000e+00 7.036493136806733261e-04
3.200000000000000000e+01 5.000000000000000000e+00 8.862908388321372958e-04
3.200000000000000000e+01 6.000000000000000000e+00 1.078597658242293937e-03
3.200000000000000000e+01 7.000000000000000000e+00 1.283022211898461433e-03
3.200000000000000000e+01 8.000000000000000000e+00 1.501830003498666639e-03
3.200000000000000000e+01 9.000000000000000000e+00 1.737978866745400544e-03
3.200000000000000000e+01 1.000000000000000000e+01 1.994240437109036455e-03
3.200000000000000000e+01 1.100000000000000000e+01 2.274233981249061242e-03
3.200000000000000000e+01 1.200000000000000000e+01 2.581333468901082350e-03
3.200000000000000000e+01 1.300000000000000000e+01 2.919830675377307894e-03
3.200000000000000000e+01 1.400000000000000000e+01 3.293556035396129171e-03
3.200000000000000000e+01 1.500000000000000000e+01 3.707040698819179161e-03
3.200000000000000000e+01 1.600000000000000000e+01 4.163649261648492104e-03
3.200000000000000000e+01 1.700000000000000000e+01 4.666235861508448261e-03
3.200000000000000000e+01 1.800000000000000000e+01 5.214378700131145315e-03
3.200000000000000000e+01 1.900000000000000000e+01 5.803802363203944617e-03
3.200000000000000000e+01 2.000000000000000000e+01 6.421753852925028011e-03
3.200000000000000000e+01 2.100000000000000000e+01 7.044782892335864355e-03
3.200000000000000000e+01 2.200000000000000000e+01 7.633199551668064763e-03
3.200000000000000000e+01 2.300000000000000000e+01 8.131363338714866010e-03
3.200000000000000000e+01 2.400000000000000000e+01 8.471459145842021379e-03
3.200000000000000000e+01 2.500000000000000000e+01 8.592835338831530598e-03
3.200000000000000000e+01 2.600000000000000000e+01 8.468309848788420011e-03
3.200000000000000000e+01 2.700000000000000000e+01 8.125055826695964240e-03
3.200000000000000000e+01 2.800000000000000000e+01 7.623681316462131013e-03
3.200000000000000000e+01 2.900000000000000000e+01 7.031958034915734845e-03
3.200000000000000000e+01 3.000000000000000000e+01 6.405516055950103912e-03
3.200000000000000000e+01 3.100000000000000000e+01 5.784004309990397642e-03
3.200000000000000000e+01 3.200000000000000000e+01 5.190862800316949945e-03
3.200000000000000000e+01 3.300000000000000000e+01 4.638788858905384775e-03
3.200000000000000000e+01 3.400000000000000000e+01 4.132035162710229886e-03
3.200000000000000000e+01 3.500000000000000000e+01 3.670979658531025279e-03
3.200000000000000000e+01 3.600000000000000000e+01 3.252729645743551723e-03
3.200000000000000000e+01 3.700000000000000000e+01 2.873875244821766286e-03
